2017;Kvalsund;1843.29;1969;2050
2018;Måsøy;1134.82;1969;2050
2019;Nordkapp;924.69;1969;2050
2020;Porsanger;4871.58;1969;2050
2021;Karasjok;5451.95;1969;2050
2022;Lebesby;3458.41;1969;2050
2023;Gamvik;1415.34;1969;2050
2024;Berlevåg;1120.78;1969;2050
2025;Tana;4050.35;1969;2050
2027;Nesseby;1435.89;1969;2050
2028;Båtsfjord;1433.72;1969;2050
2030;Sør-Varanger;3970.58;1969;2050
2111Longyearbyen;x;1969;2050
5001;Trondheim;341.21;2017;2050
5004;Steinkjer;1563.55;2017;2050
5005;Namsos;777.62;2017;2050
5011;Hemne;668.90;2017;2050
5012;Snillfjord;507.11;2017;2050
5013;Hitra;679.39;2017;2050
5014;Frøya;240.29;2017;2050
5015;Ørland;72.18;2017;2050
5016;Agdenes;316.28;2017;2050
5017;Bjugn;382.81;2017;2050
5018;Åfjord;953.66;2017;2050
5019;Roan;373.64;2017;2050
5020;Osen;386.18;2017;2050
5021;Oppdal;2273.11;2017;2050
5022;Rennebu;946.94;2017;2050
5023;Meldal;612.37;2017;2050
5024;Orkdal;593.32;2017;2050
5025;Røros;1955.46;2017;2050
5026;Holtålen;1208.50;2017;2050
5027;Midtre Gauldal;1859.51;2017;2050
5028;Melhus;693.40;2017;2050
5029;Skaun;223.21;2017;2050
5030;Klæbu;185.36;2017;2050
5031;Malvik;167.44;2017;2050
5032;Selbu;1233.85;2017;2050
5033;Tydal;1328.21;2017;2050
5034;Meråker;1272.41;2017;2050
5035;Stjørdal;937.27;2017;2050
5036;Frosta;75.32;2017;2050
5037;Levanger;644.81;2017;2050
5038;Verdal;1546.78;2017;2050
5039;Verran;600.67;2017;2050
5040;Namdalseid;768.63;2017;2050
5041;Snåsa;2341.66;2017;2050
5042;Lierne;2960.70;2017;2050
5043;Røyrvik;1583.76;2017;2050
5044;Namsskogan;1416.16;2017;2050
5045;Grong;1135.16;2017;2050
5046;Høylandet;753.68;2017;2050
5047;Overhalla;728.79;2017;2050
5048;Fosnes;543.26;2017;2050
5049;Flatanger;457.71;2017;2050
5050;Vikna;317.69;2017;2050
5051;Nærøy;1066.54;2017;2050
5052;Leka;109.03;2017;2050
5053;Inderøy;364.67;2017;2050
5054;Indre Fosen;1050.59;2017;2050
5061;Rindal;x;2017;2050
1601;Trondheim;341.21;1969;2017
1612;Hemne;668.90;1969;2017
1613;Snillfjord;507.11;1969;2017
1617;Hitra;679.39;1969;2017
1620;Frøya;240.29;1969;2017
1621;Ørland;72.18;1969;2017
